id_venda,data,ano,mes,trimestre,dia_semana,categoria,produto,regiao,estado,cidade,vendedor,cliente,quantidade,preco_unitario,desconto_percentual,valor_total,forma_pagamento,custo_unitario,status,custo_total,lucro,margem_lucro
V202108449,2023-06-02,2023,6,2,FRIDAY,BELEZA,CREME,CENTRO-OESTE,MT,CIDADE DESCONHECIDA,JULIANA SANTOS,RICARDO LIMA,5,119.76,0.0,598.8,PIX,54.89,CONCLUÍDA,274.45,324.34999999999997,54.17
V202208450,2025-11-19,2025,11,4,WEDNESDAY,CASA,GELADEIRA,NORDESTE,PI,CIDADE DESCONHECIDA,PAULO MARTINS,PAULO SOUZA,1,2784.34,15.01,2366.52,CARTAO DEBITO,1344.5,CONCLUÍDA,1344.5,1022.02,43.19
V202308451,2021-08-23,2021,8,3,MONDAY,ELETRÔNICOS,FONES DE OUVIDO,NORTE,AC,CIDADE DESCONHECIDA,JOSÉ LIMA,JOSÉ GOMES,1,2470.37,0.0,2470.37,CARTAO DEBITO,1268.2,CONCLUÍDA,1268.2,1202.1699999999998,48.66
V202008452,2023-04-10,2023,4,2,MONDAY,BELEZA,MAQUIAGEM,NORDESTE,SE,CIDADE DESCONHECIDA,ANA SOUZA,CAMILA SANTOS,4,176.83,0.0,707.32,DINHEIRO,109.77,CONCLUÍDA,439.08,268.24000000000007,37.92
V202108453,2020-10-26,2020,10,4,MONDAY,MODA,TÊNIS,NORTE,AM,CIDADE DESCONHECIDA,JULIANA SILVA,AMANDA ALVES,4,183.31,0.0,733.24,CARTAO CREDITO,121.59,CONCLUÍDA,486.36,246.88,33.67
V202208454,2022-05-31,2022,5,2,TUESDAY,ELETRÔNICOS,TABLET,SUL,SC,BLUMENAU,GUSTAVO SILVA,PAULO PEREIRA,4,4635.44,0.0,18541.76,DINHEIRO,3018.68,CONCLUÍDA,12074.72,6467.039999999999,34.88
V202308455,2023-01-26,2023,1,1,THURSDAY,ESPORTES,RAQUETE,NORTE,RR,CIDADE DESCONHECIDA,CARLOS ALMEIDA,PAULO RIBEIRO,4,1953.83,15.85,6576.47,BOLETO,827.16,CONCLUÍDA,3308.64,3267.8300000000004,49.69
V202008456,2025-02-07,2025,2,1,FRIDAY,ELETRÔNICOS,NOTEBOOK,NORDESTE,PB,CIDADE DESCONHECIDA,CARLOS ALVES,AMANDA RODRIGUES,3,1134.82,0.0,3404.46,BOLETO,716.74,CONCLUÍDA,2150.2200000000003,1254.2399999999998,36.84
V202108457,2020-02-27,2020,2,1,THURSDAY,MODA,TÊNIS,SUL,RS,CACHOEIRINHA,PATRÍCIA RIBEIRO,PATRÍCIA PEREIRA,5,294.75,0.0,1473.75,CARTAO DEBITO,196.82,CONCLUÍDA,984.0999999999999,489.6500000000001,33.22
V202208458,2020-03-12,2020,3,1,THURSDAY,ESPORTES,BOLA,NORDESTE,PE,CIDADE DESCONHECIDA,LUCAS RIBEIRO,BEATRIZ FERNANDES,2,264.63,0.0,529.26,BOLETO,181.66,CANCELADA,363.32,165.94,31.35
V202308459,2024-07-10,2024,7,3,WEDNESDAY,ELETRÔNICOS,FONES DE OUVIDO,NORDESTE,PI,CIDADE DESCONHECIDA,CARLOS ALVES,MARIA FERNANDES,5,1765.81,15.3,7477.82,CARTAO CREDITO,1201.64,CONCLUÍDA,6008.200000000001,1469.619999999999,19.65
V202008460,2024-02-21,2024,2,1,WEDNESDAY,BELEZA,MAQUIAGEM,NORDESTE,MA,CIDADE DESCONHECIDA,RICARDO SANTOS,BEATRIZ ALVES,2,76.3,0.0,152.6,BOLETO,33.57,CONCLUÍDA,67.14,85.46,56.0
V202108461,2021-03-18,2021,3,1,THURSDAY,MODA,VESTIDO,NORDESTE,PE,CIDADE DESCONHECIDA,PAULO SANTOS,ANA RIBEIRO,1,50.68,0.0,50.68,PIX,28.96,CONCLUÍDA,28.96,21.72,42.86
V202208462,2020-07-24,2020,7,3,FRIDAY,MODA,VESTIDO,SUL,RS,CANOAS,RICARDO COSTA,PAULO PEREIRA,4,217.12,18.08,711.44,BOLETO,100.79,CONCLUÍDA,403.16,308.28000000000003,43.33
V202308463,2022-11-29,2022,11,4,TUESDAY,ELETRÔNICOS,SMARTPHONE,NORTE,AM,CIDADE DESCONHECIDA,PATRÍCIA GOMES,FERNANDO ALMEIDA,5,2526.62,32.54,8522.03,DINHEIRO,1257.57,CONCLUÍDA,6287.849999999999,2234.180000000001,26.22
V202008464,2021-11-29,2021,11,4,MONDAY,MODA,CAMISETA,NORTE,AC,CIDADE DESCONHECIDA,CARLOS RODRIGUES,JOSÉ FERNANDES,1,220.77,28.31,158.27,CARTAO CREDITO,92.42,CONCLUÍDA,92.42,65.85000000000001,41.61
V202108465,2020-02-25,2020,2,1,TUESDAY,ELETRÔNICOS,SMARTPHONE,NORTE,AM,CIDADE DESCONHECIDA,PATRÍCIA OLIVEIRA,CARLOS FERNANDES,1,2889.32,0.0,2889.32,BOLETO,1448.82,CONCLUÍDA,1448.82,1440.5000000000002,49.86
V202208466,2020-05-01,2020,5,2,FRIDAY,MODA,TÊNIS,CENTRO-OESTE,GO,CIDADE DESCONHECIDA,LUCAS ALMEIDA,CARLOS PEREIRA,5,273.97,0.0,1369.85,CARTAO DEBITO,133.42,CONCLUÍDA,667.0999999999999,702.75,51.3
V202308467,2021-06-30,2021,6,2,WEDNESDAY,ESPORTES,RAQUETE,NORDESTE,PB,CIDADE DESCONHECIDA,CARLOS COSTA,PATRÍCIA SOUZA,3,1913.19,0.0,5739.57,DINHEIRO,1022.28,CONCLUÍDA,3066.84,2672.7299999999996,46.57
V202008468,2020-11-24,2020,11,4,TUESDAY,ESPORTES,HALTERES,NORDESTE,CE,CIDADE DESCONHECIDA,ANA MARTINS,AMANDA RIBEIRO,3,1552.74,26.54,3422.01,BOLETO,916.49,CONCLUÍDA,2749.4700000000003,672.54,19.65
V202108469,2023-10-16,2023,10,4,MONDAY,BELEZA,MAQUIAGEM,SUL,PR,MARINGÁ,MARIA SOUZA,ROBERTO ALVES,3,87.58,0.0,262.74,CARTAO CREDITO,49.15,CONCLUÍDA,147.45,115.29000000000002,43.88
V202208470,2022-01-19,2022,1,1,WEDNESDAY,MODA,TÊNIS,NORTE,AC,CIDADE DESCONHECIDA,BEATRIZ GOMES,FERNANDO ALMEIDA,3,284.0,18.92,690.78,BOLETO,121.24,CONCLUÍDA,363.71999999999997,327.06,47.35
V202308471,2022-05-21,2022,5,2,SATURDAY,CASA,GELADEIRA,SUDESTE,ES,CIDADE DESCONHECIDA,LUCAS GOMES,AMANDA MARTINS,4,734.08,0.0,2936.32,BOLETO,316.11,CONCLUÍDA,1264.44,1671.88,56.94
V202008472,2020-05-22,2020,5,2,FRIDAY,ELETRÔNICOS,SMARTPHONE,NORTE,PA,CIDADE DESCONHECIDA,JULIANA FERNANDES,JOSÉ ALVES,2,2388.5,0.0,4777.0,CARTAO DEBITO,1491.93,CONCLUÍDA,2983.86,1793.1399999999999,37.54
V202108473,2020-04-24,2020,4,2,FRIDAY,MODA,CALÇA JEANS,NORDESTE,SE,CIDADE DESCONHECIDA,JULIANA SOUZA,JULIANA GOMES,4,107.32,0.0,429.28,DINHEIRO,54.67,CONCLUÍDA,218.68,210.59999999999997,49.06
V202208474,2023-12-12,2023,12,4,TUESDAY,ESPORTES,BOLA,CENTRO-OESTE,MS,CIDADE DESCONHECIDA,PATRÍCIA ALVES,RICARDO OLIVEIRA,5,1105.85,18.06,4530.51,PIX,660.32,CONCLUÍDA,3301.6000000000004,1228.9099999999999,27.13
V202308475,2021-12-14,2021,12,4,TUESDAY,BELEZA,CREME,SUL,SC,BLUMENAU,GUSTAVO SOUZA,CARLOS PEREIRA,1,93.32,19.67,74.96,DINHEIRO,50.16,CONCLUÍDA,50.16,24.799999999999997,33.08
V202008476,2025-08-05,2025,8,3,TUESDAY,BELEZA,PERFUME,NORTE,RR,CIDADE DESCONHECIDA,PATRÍCIA COSTA,PAULO RODRIGUES,2,112.1,0.0,224.2,PIX,46.89,CONCLUÍDA,93.78,130.42,58.17
V202108477,2023-12-22,2023,12,4,FRIDAY,ELETRÔNICOS,SMART TV,SUL,SC,JOINVILLE,PAULO ALVES,JOSÉ LIMA,5,2790.25,17.0,11579.37,CARTAO DEBITO,1360.6,CONCLUÍDA,6803.0,4776.370000000001,41.25
V202208478,2020-02-16,2020,2,1,SUNDAY,ELETRÔNICOS,FONES DE OUVIDO,SUL,SC,BLUMENAU,MARIA SILVA,GUSTAVO MARTINS,3,1962.96,0.0,5888.88,PIX,1000.72,CONCLUÍDA,3002.16,2886.7200000000003,49.02
V202308479,2022-02-05,2022,2,1,SATURDAY,BELEZA,MAQUIAGEM,NORTE,AC,CIDADE DESCONHECIDA,LUCAS ALVES,ANA PEREIRA,3,174.68,0.0,524.04,DINHEIRO,101.54,CONCLUÍDA,304.62,219.41999999999996,41.87
V202008480,2022-12-09,2022,12,4,FRIDAY,ELETRÔNICOS,FONES DE OUVIDO,SUDESTE,MG,BELO HORIZONTE,PAULO PEREIRA,MARIA RODRIGUES,3,3025.75,22.72,7014.74,PIX,1547.88,CONCLUÍDA,4643.64,2371.0999999999995,33.8
V202108481,2020-03-07,2020,3,1,SATURDAY,MODA,TÊNIS,SUL,PR,MARINGÁ,FERNANDO ALMEIDA,LUCAS ALMEIDA,2,277.64,7.81,511.94,BOLETO,113.12,CONCLUÍDA,226.24,285.7,55.81
V202208482,2021-11-02,2021,11,4,TUESDAY,MODA,CAMISETA,NORDESTE,PB,CIDADE DESCONHECIDA,LUCAS SANTOS,ROBERTO ALVES,3,194.33,28.02,419.66,PIX,124.89,CONCLUÍDA,374.67,44.99000000000001,10.72
V202308483,2025-11-10,2025,11,4,MONDAY,MODA,TÊNIS,SUDESTE,MG,UBERLÂNDIA,MARIA SOUZA,GUSTAVO GOMES,3,271.76,15.32,690.34,CARTAO CREDITO,139.05,CONCLUÍDA,417.15000000000003,273.19,39.57
V202008484,2024-11-17,2024,11,4,SUNDAY,CASA,CADEIRA,NORDESTE,PE,CIDADE DESCONHECIDA,CAMILA FERNANDES,LUCAS LIMA,2,504.04,27.05,735.43,PIX,229.52,CONCLUÍDA,459.04,276.38999999999993,37.58
V202108485,2021-09-02,2021,9,3,THURSDAY,CASA,CAMA,SUDESTE,SP,CAMPINAS,BEATRIZ PEREIRA,PATRÍCIA SOUZA,5,245.44,9.55,1109.98,BOLETO,138.66,CONCLUÍDA,693.3,416.68000000000006,37.54
V202208486,2024-05-29,2024,5,2,WEDNESDAY,ESPORTES,RAQUETE,SUDESTE,ES,CIDADE DESCONHECIDA,PAULO PEREIRA,ROBERTO RODRIGUES,1,1237.35,0.0,1237.35,DINHEIRO,527.77,CONCLUÍDA,527.77,709.5799999999999,57.35
V202308487,2021-12-20,2021,12,4,MONDAY,CASA,CADEIRA,NORTE,AP,CIDADE DESCONHECIDA,GUSTAVO MARTINS,JOSÉ SOUZA,1,894.81,18.54,728.95,CARTAO DEBITO,562.2,CONCLUÍDA,562.2,166.75,22.88
V202008488,2023-11-08,2023,11,4,WEDNESDAY,ESPORTES,HALTERES,CENTRO-OESTE,DF,CIDADE DESCONHECIDA,MARIA LIMA,LUCAS RIBEIRO,2,1727.06,22.87,2664.1,DINHEIRO,740.59,CONCLUÍDA,1481.18,1182.9199999999998,44.4
V202108489,2022-12-31,2022,12,4,SATURDAY,BELEZA,BATOM,NORDESTE,PB,CIDADE DESCONHECIDA,AMANDA RODRIGUES,ANA OLIVEIRA,5,47.33,34.68,154.57,CARTAO DEBITO,23.95,CONCLUÍDA,119.75,34.81999999999999,22.53
V202208490,2022-11-11,2022,11,4,FRIDAY,CASA,SOFÁ,SUL,RS,CACHOEIRINHA,ROBERTO FERNANDES,JULIANA MARTINS,2,1941.35,24.07,2948.09,DINHEIRO,1120.56,CONCLUÍDA,2241.12,706.9700000000003,23.98
V202308491,2023-03-02,2023,3,1,THURSDAY,MODA,CALÇA JEANS,SUDESTE,MG,CONTAGEM,ANA LIMA,PATRÍCIA SOUZA,5,104.86,0.0,524.3,BOLETO,69.57,CONCLUÍDA,347.84999999999997,176.45,33.65
V202008492,2023-04-07,2023,4,2,FRIDAY,MODA,CAMISETA,SUL,SC,FLORIANÓPOLIS,CARLOS SILVA,MARIA PEREIRA,1,111.31,0.0,111.31,DINHEIRO,55.78,CONCLUÍDA,55.78,55.53,49.89
V202108493,2020-05-13,2020,5,2,WEDNESDAY,ELETRÔNICOS,SMARTPHONE,NORDESTE,PI,CIDADE DESCONHECIDA,GUSTAVO GOMES,LUCAS OLIVEIRA,2,1446.44,0.0,2892.88,CARTAO DEBITO,1009.65,CONCLUÍDA,2019.3,873.5800000000002,30.2
V202208494,2025-12-11,2025,12,4,THURSDAY,ESPORTES,BOLA,CENTRO-OESTE,MT,CIDADE DESCONHECIDA,BEATRIZ FERNANDES,BEATRIZ SANTOS,3,1326.99,16.05,3342.02,CARTAO CREDITO,823.23,CONCLUÍDA,2469.69,872.3299999999999,26.1
V202308495,2020-04-05,2020,4,2,SUNDAY,MODA,TÊNIS,NORDESTE,SE,CIDADE DESCONHECIDA,JOSÉ RODRIGUES,AMANDA SANTOS,3,206.49,0.0,619.47,DINHEIRO,119.34,CONCLUÍDA,358.02,261.45000000000005,42.21
V202008496,2022-10-13,2022,10,4,THURSDAY,CASA,CAMA,SUDESTE,RJ,PETRÓPOLIS,RICARDO SILVA,FERNANDO LIMA,3,920.25,0.0,2760.75,PIX,605.02,CONCLUÍDA,1815.06,945.69,34.25
V202108497,2020-10-10,2020,10,4,SATURDAY,ELETRÔNICOS,NOTEBOOK,CENTRO-OESTE,GO,CIDADE DESCONHECIDA,PAULO ALMEIDA,PAULO PEREIRA,1,1196.6,0.0,1196.6,PIX,713.41,CONCLUÍDA,713.41,483.18999999999994,40.38
V202208498,2025-06-15,2025,6,2,SUNDAY,BELEZA,BATOM,SUL,SC,JOINVILLE,LUCAS GOMES,RICARDO ALMEIDA,4,97.14,0.0,388.56,DINHEIRO,39.87,CONCLUÍDA,159.48,229.08,58.96
V202308499,2022-07-10,2022,7,3,SUNDAY,ESPORTES,BOLA,SUDESTE,ES,CIDADE DESCONHECIDA,CARLOS PEREIRA,ROBERTO ALVES,3,988.79,12.68,2590.12,BOLETO,575.59,CONCLUÍDA,1726.77,863.3499999999999,33.33
V202008500,2023-11-17,2023,11,4,FRIDAY,ESPORTES,HALTERES,CENTRO-OESTE,DF,CIDADE DESCONHECIDA,RICARDO RIBEIRO,PATRÍCIA OLIVEIRA,1,679.65,22.8,524.68,BOLETO,329.22,CONCLUÍDA,329.22,195.45999999999992,37.25
V202108501,2024-04-01,2024,4,2,MONDAY,MODA,CAMISETA,NORTE,AP,CIDADE DESCONHECIDA,MARIA SANTOS,RICARDO LIMA,3,192.86,0.0,578.58,PIX,86.07,CONCLUÍDA,258.21,320.37000000000006,55.37
V202208502,2020-03-27,2020,3,1,FRIDAY,MODA,BOLSA,NORDESTE,PI,CIDADE DESCONHECIDA,AMANDA FERNANDES,JULIANA RIBEIRO,3,196.12,0.0,588.36,BOLETO,129.97,CONCLUÍDA,389.90999999999997,198.45000000000005,33.73
V202308503,2021-11-29,2021,11,4,MONDAY,CASA,CADEIRA,SUL,PR,LONDRINA,MARIA LIMA,ROBERTO SOUZA,1,1119.88,24.43,846.3,CARTAO CREDITO,643.9,CONCLUÍDA,643.9,202.39999999999998,23.92
V202008504,2022-11-25,2022,11,4,FRIDAY,CASA,GELADEIRA,NORTE,AP,CIDADE DESCONHECIDA,AMANDA ALVES,MARIA RIBEIRO,1,1640.06,32.35,1109.51,BOLETO,701.68,CONCLUÍDA,701.68,407.83000000000004,36.76
V202108505,2022-12-24,2022,12,4,SATURDAY,ELETRÔNICOS,SMART TV,SUDESTE,MG,BELO HORIZONTE,ROBERTO GOMES,LUCAS OLIVEIRA,1,2902.71,26.73,2126.69,BOLETO,1193.7,CONCLUÍDA,1193.7,932.99,43.87
V202208506,2024-07-25,2024,7,3,THURSDAY,ELETRÔNICOS,NOTEBOOK,SUDESTE,MG,BELO HORIZONTE,LUCAS GOMES,ROBERTO ALMEIDA,2,3104.88,17.83,5102.5,PIX,1456.39,CONCLUÍDA,2912.78,2189.72,42.91
V202308507,2025-03-21,2025,3,1,FRIDAY,ELETRÔNICOS,SMARTPHONE,NORTE,AC,CIDADE DESCONHECIDA,BEATRIZ RIBEIRO,GUSTAVO LIMA,5,1075.55,0.0,5377.75,CARTAO DEBITO,463.85,CONCLUÍDA,2319.25,3058.5,56.87
V202008508,2021-04-16,2021,4,2,FRIDAY,CASA,GELADEIRA,NORDESTE,CE,CIDADE DESCONHECIDA,BEATRIZ RIBEIRO,PATRÍCIA ALVES,1,1348.26,0.0,1348.26,CARTAO DEBITO,654.64,CONCLUÍDA,654.64,693.62,51.45
V202108509,2020-07-02,2020,7,3,THURSDAY,ESPORTES,BOLA,NORTE,RR,CIDADE DESCONHECIDA,LUCAS ALVES,PATRÍCIA ALVES,2,1536.87,14.29,2634.42,CARTAO CREDITO,968.46,CONCLUÍDA,1936.92,697.5,26.48
V202208510,2025-08-09,2025,8,3,SATURDAY,ELETRÔNICOS,NOTEBOOK,CENTRO-OESTE,DF,CIDADE DESCONHECIDA,CARLOS FERNANDES,BEATRIZ SILVA,3,2294.75,0.0,6884.25,DINHEIRO,993.75,CONCLUÍDA,2981.25,3903.0,56.69
V202308511,2025-04-15,2025,4,2,TUESDAY,ELETRÔNICOS,NOTEBOOK,NORDESTE,RN,CIDADE DESCONHECIDA,ROBERTO MARTINS,CARLOS MARTINS,5,1666.04,0.0,8330.2,DINHEIRO,981.86,CONCLUÍDA,4909.3,3420.9000000000005,41.07
V202008512,2023-05-19,2023,5,2,FRIDAY,CASA,GELADEIRA,NORDESTE,PB,CIDADE DESCONHECIDA,JULIANA COSTA,MARIA SOUZA,3,1567.83,0.0,4703.49,DINHEIRO,764.81,CONCLUÍDA,2294.43,2409.06,51.22
V202108513,2024-03-18,2024,3,1,MONDAY,CASA,CAMA,CENTRO-OESTE,GO,CIDADE DESCONHECIDA,CARLOS MARTINS,JOSÉ OLIVEIRA,3,1066.53,0.0,3199.59,BOLETO,641.99,CONCLUÍDA,1925.97,1273.6200000000001,39.81
V202208514,2021-07-16,2021,7,3,FRIDAY,ESPORTES,HALTERES,NORDESTE,MA,CIDADE DESCONHECIDA,JOSÉ MARTINS,PAULO SILVA,3,1983.03,13.02,5174.62,PIX,1241.0,CONCLUÍDA,3723.0,1451.62,28.05
V202308515,2021-03-03,2021,3,1,WEDNESDAY,MODA,CAMISETA,NORTE,AM,CIDADE DESCONHECIDA,ANA OLIVEIRA,LUCAS ALVES,4,55.33,0.0,221.32,DINHEIRO,26.29,CONCLUÍDA,105.16,116.16,52.49
V202008516,2021-03-16,2021,3,1,TUESDAY,ESPORTES,BICICLETA,NORDESTE,AL,CIDADE DESCONHECIDA,ANA RIBEIRO,ANA FERNANDES,3,876.53,0.0,2629.59,DINHEIRO,459.99,CONCLUÍDA,1379.97,1249.6200000000001,47.52
V202108517,2025-07-24,2025,7,3,THURSDAY,MODA,CALÇA JEANS,SUL,RS,CACHOEIRINHA,MARIA SOUZA,PAULO MARTINS,4,51.97,14.67,177.39,BOLETO,26.67,CONCLUÍDA,106.68,70.70999999999998,39.86
V202208518,2022-07-25,2022,7,3,MONDAY,BELEZA,SHAMPOO,SUDESTE,RJ,RIO DE JANEIRO,LUCAS PEREIRA,AMANDA PEREIRA,2,115.42,6.65,215.48,PIX,55.85,CONCLUÍDA,111.7,103.77999999999999,48.16
V202308519,2020-06-04,2020,6,2,THURSDAY,ELETRÔNICOS,SMARTPHONE,NORDESTE,PB,CIDADE DESCONHECIDA,GUSTAVO SANTOS,ROBERTO ALMEIDA,1,2400.68,0.0,2400.68,CARTAO DEBITO,1444.89,CONCLUÍDA,1444.89,955.7899999999997,39.81
V202008520,2022-03-14,2022,3,1,MONDAY,ESPORTES,BICICLETA,SUDESTE,RJ,RIO DE JANEIRO,ANA MARTINS,MARIA ALVES,4,295.42,0.0,1181.68,BOLETO,205.66,CONCLUÍDA,822.64,359.0400000000001,30.38
V202108521,2023-08-16,2023,8,3,WEDNESDAY,ESPORTES,RAQUETE,SUDESTE,RJ,PETRÓPOLIS,FERNANDO RODRIGUES,GUSTAVO COSTA,4,245.65,0.0,982.6,PIX,140.56,CONCLUÍDA,562.24,420.36,42.78
V202208522,2020-05-18,2020,5,2,MONDAY,BELEZA,MAQUIAGEM,NORDESTE,BA,CIDADE DESCONHECIDA,CAMILA PEREIRA,LUCAS OLIVEIRA,1,57.73,0.0,57.73,CARTAO DEBITO,25.4,CONCLUÍDA,25.4,32.33,56.0
V202308523,2023-11-14,2023,11,4,TUESDAY,ESPORTES,BOLA,SUL,PR,CURITIBA,ROBERTO RIBEIRO,GUSTAVO MARTINS,5,1240.42,34.62,4055.02,DINHEIRO,525.22,CONCLUÍDA,2626.1000000000004,1428.9199999999996,35.24
V202008524,2021-12-27,2021,12,4,MONDAY,MODA,VESTIDO,NORDESTE,SE,CIDADE DESCONHECIDA,FERNANDO FERNANDES,RICARDO SANTOS,5,282.26,23.34,1081.95,BOLETO,144.52,CONCLUÍDA,722.6,359.35,33.21
V202108525,2022-02-01,2022,2,1,TUESDAY,ELETRÔNICOS,TABLET,SUDESTE,SP,CAMPINAS,FERNANDO PEREIRA,LUCAS LIMA,2,2157.24,0.0,4314.48,BOLETO,1372.86,CANCELADA,2745.72,1568.7599999999998,36.36
V202208526,2024-01-21,2024,1,1,SUNDAY,MODA,VESTIDO,SUL,RS,PORTO ALEGRE,AMANDA LIMA,CAMILA RIBEIRO,2,107.33,5.6,202.65,CARTAO DEBITO,43.59,CONCLUÍDA,87.18,115.47,56.98
V202308527,2020-12-26,2020,12,4,SATURDAY,MODA,CALÇA JEANS,SUDESTE,RJ,PETRÓPOLIS,MARIA MARTINS,RICARDO ALMEIDA,5,221.6,22.45,859.27,CARTAO DEBITO,144.16,CONCLUÍDA,720.8,138.47000000000003,16.11
V202008528,2023-06-15,2023,6,2,THURSDAY,BELEZA,SHAMPOO,SUL,SC,BLUMENAU,LUCAS SILVA,MARIA MARTINS,1,53.03,0.0,53.03,PIX,33.86,CONCLUÍDA,33.86,19.17,36.15
V202108529,2021-04-17,2021,4,2,SATURDAY,BELEZA,SHAMPOO,SUL,RS,PORTO ALEGRE,LUCAS GOMES,ROBERTO LIMA,2,60.15,0.0,120.3,CARTAO DEBITO,41.63,CONCLUÍDA,83.26,37.03999999999999,30.79
V202208530,2020-07-16,2020,7,3,THURSDAY,MODA,TÊNIS,SUDESTE,SP,CAMPINAS,JOSÉ SANTOS,CAMILA RIBEIRO,5,289.4,8.45,1324.66,DINHEIRO,159.59,CONCLUÍDA,797.95,526.71,39.76
V202308531,2020-03-24,2020,3,1,TUESDAY,CASA,SOFÁ,NORDESTE,SE,CIDADE DESCONHECIDA,JOSÉ SILVA,CARLOS LIMA,1,1402.09,0.0,1402.09,CARTAO DEBITO,889.11,CONCLUÍDA,889.11,512.9799999999999,36.59
V202008532,2022-02-10,2022,2,1,THURSDAY,ESPORTES,ESTEIRA,CENTRO-OESTE,DF,CIDADE DESCONHECIDA,PAULO SOUZA,FERNANDO ALMEIDA,4,1141.44,0.0,4565.76,CARTAO CREDITO,788.93,CONCLUÍDA,3155.72,1410.0400000000004,30.88
V202108533,2025-01-22,2025,1,1,WEDNESDAY,ESPORTES,BOLA,NORTE,PA,CIDADE DESCONHECIDA,MARIA ALMEIDA,CAMILA RIBEIRO,5,516.27,12.22,2265.79,PIX,279.75,CONCLUÍDA,1398.75,867.04,38.27
V202208534,2020-02-03,2020,2,1,MONDAY,MODA,VESTIDO,NORDESTE,PE,CIDADE DESCONHECIDA,BEATRIZ SOUZA,RICARDO SOUZA,3,189.73,6.67,531.23,DINHEIRO,106.9,CONCLUÍDA,320.70000000000005,210.52999999999997,39.63
V202308535,2025-03-12,2025,3,1,WEDNESDAY,MODA,BOLSA,NORTE,TO,CIDADE DESCONHECIDA,PATRÍCIA OLIVEIRA,PAULO COSTA,1,115.4,0.0,115.4,PIX,63.62,CONCLUÍDA,63.62,51.78000000000001,44.87
V202008536,2021-01-08,2021,1,1,FRIDAY,MODA,CAMISETA,CENTRO-OESTE,MS,CIDADE DESCONHECIDA,JOSÉ FERNANDES,JOSÉ OLIVEIRA,5,120.28,6.75,560.79,CARTAO DEBITO,74.92,CONCLUÍDA,374.6,186.18999999999994,33.2
V202108537,2023-10-23,2023,10,4,MONDAY,CASA,GELADEIRA,NORTE,PA,CIDADE DESCONHECIDA,ROBERTO ALMEIDA,MARIA LIMA,1,2996.47,0.0,2996.47,BOLETO,1755.25,CONCLUÍDA,1755.25,1241.2199999999998,41.42
V202208538,2021-02-15,2021,2,1,MONDAY,CASA,SOFÁ,NORDESTE,PI,CIDADE DESCONHECIDA,BEATRIZ SANTOS,GUSTAVO ALVES,2,2646.26,0.0,5292.52,PIX,1678.14,CANCELADA,3356.28,1936.2400000000002,36.58
V202308539,2021-07-06,2021,7,3,TUESDAY,CASA,SOFÁ,CENTRO-OESTE,MT,CIDADE DESCONHECIDA,GUSTAVO GOMES,MARIA FERNANDES,5,2188.69,17.56,9022.07,CARTAO CREDITO,1013.21,CONCLUÍDA,5066.05,3956.0199999999995,43.85
V202008540,2022-05-09,2022,5,2,MONDAY,ESPORTES,ESTEIRA,NORTE,RR,CIDADE DESCONHECIDA,FERNANDO COSTA,ROBERTO MARTINS,4,1411.0,0.0,5644.0,PIX,892.75,CONCLUÍDA,3571.0,2073.0,36.73
V202108541,2022-04-07,2022,4,2,THURSDAY,CASA,MESA,NORDESTE,PI,CIDADE DESCONHECIDA,ANA RODRIGUES,BEATRIZ GOMES,5,2647.06,0.0,13235.3,DINHEIRO,1697.25,CONCLUÍDA,8486.25,4749.049999999999,35.88
V202208542,2021-12-10,2021,12,4,FRIDAY,MODA,TÊNIS,SUDESTE,SP,SÃO PAULO,PAULO RIBEIRO,PAULO COSTA,3,219.26,24.51,496.58,BOLETO,135.63,CONCLUÍDA,406.89,89.69,18.06
V202308543,2025-10-21,2025,10,4,TUESDAY,BELEZA,MAQUIAGEM,CENTRO-OESTE,GO,CIDADE DESCONHECIDA,CAMILA ALMEIDA,AMANDA SILVA,5,115.94,0.0,579.7,DINHEIRO,77.99,CONCLUÍDA,389.95,189.75000000000006,32.73
V202008544,2020-06-15,2020,6,2,MONDAY,MODA,VESTIDO,NORTE,AC,CIDADE DESCONHECIDA,GUSTAVO RODRIGUES,PAULO ALMEIDA,5,249.5,0.0,1247.5,CARTAO DEBITO,115.44,CONCLUÍDA,577.2,670.3,53.73
V202108545,2022-06-03,2022,6,2,FRIDAY,BELEZA,CREME,SUL,SC,FLORIANÓPOLIS,ROBERTO PEREIRA,PATRÍCIA COSTA,1,183.71,0.0,183.71,BOLETO,105.89,CONCLUÍDA,105.89,77.82000000000001,42.36
V202208546,2025-11-17,2025,11,4,MONDAY,BELEZA,CREME,SUDESTE,ES,CIDADE DESCONHECIDA,RICARDO LIMA,CARLOS ALVES,1,192.52,21.2,151.71,DINHEIRO,133.4,CONCLUÍDA,133.4,18.310000000000002,12.07
V202308547,2025-12-22,2025,12,4,MONDAY,MODA,CALÇA JEANS,SUDESTE,ES,CIDADE DESCONHECIDA,CARLOS GOMES,FERNANDO MARTINS,5,187.78,21.67,735.4,BOLETO,113.93,CONCLUÍDA,569.6500000000001,165.7499999999999,22.54
V202008548,2024-07-04,2024,7,3,THURSDAY,ELETRÔNICOS,TABLET,NORDESTE,BA,CIDADE DESCONHECIDA,BEATRIZ ALMEIDA,GUSTAVO OLIVEIRA,1,1474.62,6.93,1372.47,DINHEIRO,803.26,CONCLUÍDA,803.26,569.21,41.47
